File,Start date,Sheraton,Type,Num,Rep-name-DUN,Rep-name,DUN,Question
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 11,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,"Apakah perancangan kerajaan negeri untuk membenarkan lebih ramai jemaah di masjid, sebagai contoh membenarkan penerima 2 dos vaksin untuk berjemaah di masjid."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 12,YB DATO’ IR SYED SIS BIN SYED ABDUL RAHMAN (TANJUNG SURAT),YB DATO’ IR SYED SIS BIN SYED ABDUL RAHMAN,TANJUNG SURAT,"Bilakah Projek Perumahan Rakyat (PPR), Pengerang di Kg Punggai akan siap sepenuhnya?."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 13,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,Bilakah laluan baru Bas Muafakat Johor dari Yong Peng-Kangkar Bahru dan Yong Peng-Kota Impian-Taman Sri Wangi-Taman Berjaya akan dimulakan?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 14,YB TUAN TAN CHEN CHOON (JEMENTAH),YB TUAN TAN CHEN CHOON,JEMENTAH,Berapakah jumlah pelabur luar negara yang telah menggulung tikar di Negeri Johor semenjak tercetusnya wabak Covid-19 ? Bagaimanakah kerajaan Negeri Johor dapat mempastikan ekonomi Johor terus membangun dan Johor adalah destinasi yang tertarik kepada pelabur-pelabur luar negara.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 15,YB TUAN MD. YSAHRUDDIN BIN KUSNI (BUKIT NANING),YB TUAN MD. YSAHRUDDIN BIN KUSNI,BUKIT NANING,"Mohon penjelasan bagi harga keperluan khususnya harga minyak masak yang seolah-oleh tiada pengawalan sejak PKP dilaksanakan, bagaimana untuk mengawal harga minyak masak supaya tidak menindas pengguna."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 16,YB TUAN MD. YSAHRUDDIN BIN KUSNI (BUKIT NANING),YB TUAN MD. YSAHRUDDIN BIN KUSNI,BUKIT NANING,"Sektor pertanian seperti penanaman nenas di kawasan Bukit Naning menerima kesan akibat PKP yang berlarutan, apakah inisiatif kerajaan dalam menangani isu ini supaya pekebun tidak menerima kerugian yang besar?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 17,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,Pelaksanaan PDPR telah mendedahkan betapa masih banyak kawasan kampung masih tiada capaian internet. Mengapakah tiada saluran rasmi untuk ADUN untuk memohon pihak TM memasang infrastruktur sebaliknya perlu menghantar surat secara persendirian memohon belas kasihan melalui surat kepada pihak atasan TM.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 18,YB TUAN HAJI ROSLELI BIN JAHARI (JOHOR LAMA),YB TUAN HAJI ROSLELI BIN JAHARI,JOHOR LAMA,"Mohon naik taraf kemudahan dan perkhidmatan di Hospital Kota Tinggi dengan menambah saiz keluasan bangunan hospital dan tempatkan doktor pakar. Pada ketika ini, pesakit dari hospital ini perlu ke HSA atau HSI untuk bertemu doktor pakar."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 19,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,"Adakah kerajaan negeri menerima cadangan agar sektor perladangan kelapa sawit dilindungi dengan memastikan pekebun divaksin secara keseluruhan, dengan menggesa FELDA yang mempunyai banyak tanah rancangan di Johor menanggung kos vaksinasi Covid-19?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 20,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 21,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,"Dengan capaian Internet dan akses yang terhad ditambah dengan pergerakan terhad waktu PKP dan Lockdown, berapakah peratus keberkesanan sistem pemantauan Pengajaran dan Pembelajaran di Rumah (PdPR) yang dilaksana Kementerian Pendidikan Malaysia bagi Negeri Johor?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 22,YB TUAN MOHD. KHUZZAN BIN ABU BAKAR (SEMERAH),YB TUAN MOHD. KHUZZAN BIN ABU BAKAR,SEMERAH,"Dalam norma baharu masyarakat, peranti menjadi sebahagian dari kehidupan mereka. Oleh itu, apakah usaha kerajaan negeri dalam mempromosikan makanan serta masakan tradisi orang Johor mengikut kaedah teknologi terkini serta langkah-langkah yang telah diambil."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 23,YB TUAN TEE BOON TSONG (SENAI),YB TUAN TEE BOON TSONG,SENAI,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 24,YB TUAN SR. DZULKEFLY BIN AHMAD (KOTA ISKANDAR),YB TUAN SR. DZULKEFLY BIN AHMAD,KOTA ISKANDAR,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 25,YB PUAN GAN PECK CHENG (PENGGARAM),YB PUAN GAN PECK CHENG,PENGGARAM,"Peningkatan ujian saringan amat diperlukan jika imuniti kelompok ingin dicapai secepat mungkin, selain dapat mengenal pasti lokasi hotspot. Mengapa Jabatan Kesihatan negeri dan daerah tidak membenarkan program ujian saringan RTK secara pandu-lalu dijalankan oleh pejabat ADUN dengan kerjasama pihak swasta?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 26,YB TUAN DR. RAMAKRISHNAN A/L SUPPIAH (BEKOK),YB TUAN DR. RAMAKRISHNAN A/L SUPPIAH,BEKOK,Apakah bantuan-bantuan yang diberikan oleh Kerajaaan Negeri bagi pelajar-pelajar miskin yang menghadapi masalah untuk mengikuti kelas dalam talian?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 27,YB TUAN HAHASRIN BIN HASHIM (PANTI),YB TUAN HAHASRIN BIN HASHIM,PANTI,"Minta penjelasan tentang status penyerahan aset Lembaga Kemajuan Johor Tenggara (KEJORA) kepada Majlis Daerah Kota Tinggi (MDKT), misalnya loji pembetungan, dewan serba guna, tanah rizab dan beberapa lain."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 28,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 29,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 30,YB PUAN HAJAH NOR HAYATI BINTI BACHOK (MAHARANI),YB PUAN HAJAH NOR HAYATI BINTI BACHOK,MAHARANI,Nyatakan jumlah pelaburan asing yang masuk ke negeri Johor dari Mac 2020 hingga kini mengikut pecahan daerah serta jumlah bilangan pekerjaan yang berjaya diwujudkan.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 31,YB TUAN TEE BOON TSONG (SENAI),YB TUAN TEE BOON TSONG,SENAI,Mohon penjelasan projek naik taraf jalan ft 01 selekoh s dari Kulai ke Kelapa Sawit? YB TUAN JIMMY PUAH WEE TSE (BUKIT BATU) SOALAN 32 (A31) Apakah status terbaru selekoh S Batu 24 Jalan Johor Bahru-Air Hitam yang telah mula diakses oleh pengguna jalan walaupun nampaknya belum siap?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 32,YB TUAN JIMMY PUAH WEE TSE (BUKIT BATU),YB TUAN JIMMY PUAH WEE TSE,BUKIT BATU,Apakah status terbaru selekoh S Batu 24 Jalan Johor Bahru-Air Hitam yang telah mula diakses oleh pengguna jalan walaupun nampaknya belum siap?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 33,YB PUAN GAN PECK CHENG (PENGGARAM),YB PUAN GAN PECK CHENG,PENGGARAM,"Bagaimana kerajaan negeri membantu para ibu tunggal yang tidak tersenarai di dalam e-kasih dan bukan penerima bantuan kebajikan masyarakat, ketika menghadapi suasana pandemik, kerana ramai antara yang terjejas akibat pelaksanaan Perintah Kawalan Pergerakan 3.0."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 34,YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN (PARIT YAANI),YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN,PARIT YAANI,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 35,YB TUAN GOPALAKRISHNAN A/L SUBRAMANIAM (TIRAM),YB TUAN GOPALAKRISHNAN A/L SUBRAMANIAM,TIRAM,"Tanah runtuh di kawasan tangki tadahan air di Jalan Asli Taman Pasir Putih sudah setahun lebih, keadaan ini membahayakan nyawa penduduk di kawasan terjejas."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 36,YB TUAN NG YAK HOWE (BENTAYAN),YB TUAN NG YAK HOWE,BENTAYAN,Berapakah jumlah kes positif Covid-19 yang dilaporkan bagi individu yang telah menerima suntikan vaksin dos 1 atau dos 2 mengikut setiap daerah?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 37,YB PUAN HAJAH NOR HAYATI BINTI BACHOK (MAHARANI),YB PUAN HAJAH NOR HAYATI BINTI BACHOK,MAHARANI,"Sila nyatakan statistik terkini keganasan terhadap wanita di negeri Johor termasuk keganasan rumah tangga, jenayah seksual, gangguan seksual, bilangan mangsa yang mendapatkan perlindungan di rumah perlindungan serta tindakan kerajaan negeri bagi memastikan perlindungan berterusan kepada wanita kesan pandemik COVID-19."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 38,YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN (PARIT YAANI),YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN,PARIT YAANI,Berapa ramai penerima vaksin di negeri Johor yang meninggal dunia disebabkan vaksin?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 39,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Adakah kerajaan bersedia untuk membenarkan aktiviti memancing dan bot sewa sepanjang tempoh Fasa Pemulihan Negara memandangkan pendapatan pengusaha bot sangat terjejas?.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 40,YB TUAN SR. DZULKEFLY BIN AHMAD (KOTA ISKANDAR),YB TUAN SR. DZULKEFLY BIN AHMAD,KOTA ISKANDAR,Program Imunisasi Industri Covid-19 Kerjasama Awam-Swasta (PIKAS) bermula dari Julai hingga September 2021 bertujuan untuk mencapai Imuniti Kelompok dalam Sektor Pembuatan/Industri. Dilaporkan MITI menyediakan 2 juta dos vaksin untuk maksud tersebut. Apakah perkembangan PIKAS di Negeri Johor setakat ini?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 41,YB TUAN JIMMY PUAH WEE TSE (BUKIT BATU),YB TUAN JIMMY PUAH WEE TSE,BUKIT BATU,Apakah halangan utama yang menyekat sekian lama Johor tidak mampu mara ke fasa 2 atau seterusnya PPN?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-PADA-22-OGOS-2021.pdf,22/08/2021,After,Lisan,SOALAN 42,YB DATUK MD OTHMAN BIN YUSOF (KUKUP),YB DATUK MD OTHMAN BIN YUSOF,KUKUP,Banyak kedengaran kemasukan PATI ke negara kita dan kebanyakannya melalui jalan laut. Apakah tindakan kerajaan untuk mengetatkan kawalan di sepanjang pantai negeri Johor supaya dapat membendung kemasukan mereka yang dikhuatiri akan menambahkan lagi masalah Covid 19 di negeri kita.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 13,YB DATO' HAJI OSMAN BIN HAJI SAPIAN (KEMPAS),YB DATO' HAJI OSMAN BIN HAJI SAPIAN,KEMPAS,Berapa banyakkah kedai dan rumah mampu milik yang telah dapat di jual dalam tempoh 6 bulan bagi tahun 2020?.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 14,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,"Mohon perjelaskan perancangan lengkap untuk pelan mengatasi banjir yang telah dibuat dan akan dibuat bagi mengatasi banjir di Kluang atau lebih khususnya sekitar Kampung Bentong, Kampung Palembang, Kampung Sembrong dan kawasan-kawasan sekitar bandar Kluang."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 15,YB DATO’ IR SYED SIS BIN SYED ABDUL RAHMAN (TANJUNG SURAT),YB DATO’ IR SYED SIS BIN SYED ABDUL RAHMAN,TANJUNG SURAT,Adakah peruntukkan penyenggaraan jalan raya seluruh negeri Johor telah dikurangkan pada tahun ini memandangkan penyelenggaraan jalan masa ini adalah tidak memuaskan?.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 16,YB TUAN MUHAMMAD TAQIUDDIN BIN CHEMAN (PULAI SEBATANG),YB TUAN MUHAMMAD TAQIUDDIN BIN CHEMAN,PULAI SEBATANG,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 17,YB KAPT (B) HAJI NAJIB BIN LEP (BUKIT PASIR),YB KAPT (B) HAJI NAJIB BIN LEP,BUKIT PASIR,Apakah perancangan kerajaan negeri Johor untuk menghadapi Covid-19 varian Delta yang dikatakan lebih berbahaya dan adakah kerajaan negeri bersedia untuk memberi vaksin yang mampu untuk melawan varian Covid tersebut kepada rakyat di masa akan datang? YB CIK LIOW CAI TUNG (JOHOR JAYA) SOALAN 18 (A206) Jelaskan bilangan kes jangkitan Covid-19 Variant Delta di Johor mengikut daerah.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 18,YB CIK LIOW CAI TUNG (JOHOR JAYA),YB CIK LIOW CAI TUNG,JOHOR JAYA,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 19,YB KAPT (B) HAJI NAJIB BIN LEP (BUKIT PASIR),YB KAPT (B) HAJI NAJIB BIN LEP,BUKIT PASIR,"Perihal bantuan sumbangan peranti kepada sekolah-sekolah di negeri Johor, sekolah manakah yang difokuskan sebagai penerima dan adakah kerajaan berhasrat untuk menyalurkan bantuan peranti kepada madrasah-madrasah yang juga bergantung kepada Pengajaran dan Pembelajaran di Rumah (PDPR)?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 20,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Apakah perancangan kerajaan bagi membantu kumpulan penghantar makanan (Food Rider) untuk mendapatkan caruman PERKESO.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 21,YB DATO’ SHARIFAH AZIZAH BINTI DATO’ SYED ZAIN (PENAWAR),YB DATO’ SHARIFAH AZIZAH BINTI DATO’ SYED ZAIN,PENAWAR,Adakah kerajaan negeri bersedia untuk menyekat operasi mana-mana kilang yang pekerjanya belum menerima vaksin menjelang 1 Ogos 2021?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 22,YB TUAN TAN HONG PIN (SKUDAI),YB TUAN TAN HONG PIN,SKUDAI,"Taska dibenarkan beroperasi pada masa penutupan penuh, justeru pekerja taska di kategori sebagai barisan hadapan. Dengan menyatakan bilangan orang yang terlibat dan timeline, menerangkan apakah pendirian dan tindakan yang telah diambil oleh Kerajaan Negeri untuk menggerakkan agenda tersebut?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 23,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 24,YB TUAN HAJI ABD TAIB BIN ABU BAKAR (MACHAP),YB TUAN HAJI ABD TAIB BIN ABU BAKAR,MACHAP,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 25,YB TUAN MOHD. KHUZZAN BIN ABU BAKAR (SEMERAH),YB TUAN MOHD. KHUZZAN BIN ABU BAKAR,SEMERAH,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 26,YB KAPT (B) HAJI NAJIB BIN LEP (BUKIT PASIR),YB KAPT (B) HAJI NAJIB BIN LEP,BUKIT PASIR,"Melihatkan keadaan petani yang menanggung kerugian akibat hasil jualan tanaman yang merosot sewaktu pandemik ini, apakah peranan Lembaga Pemasaran Pertanian Persekutuan (FAMA) dalam menentukan pasaran hasil tanaman petani-petani ini serta adakah langkah terbaik bagi membantu pasaran mereka?"
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 27,YB TUAN NG YAK HOWE (BENTAYAN),YB TUAN NG YAK HOWE,BENTAYAN,Berapakah Peranti (PRE 3.0) yang telah diedarkan kepada sekolah-sekolah di setiap daerah?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 28,YB TUAN RAVEN KUMAR A/L KRISHNASAMY (TENGGAROH),YB TUAN RAVEN KUMAR A/L KRISHNASAMY,TENGGAROH,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 29,YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN (PARIT YAANI),YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN,PARIT YAANI,Berapa banyak jumlah kilang dan syarikat terutama syarikat perusahaan kecil dan sederhana (PKS) ditutup sejak Pandemik COVID-19 bermula Mac 2020 sehingga Jun 2021?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 30,YB TUAN HAJI ABD TAIB BIN ABU BAKAR (MACHAP),YB TUAN HAJI ABD TAIB BIN ABU BAKAR,MACHAP,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 31,YB TUAN RAVEN KUMAR A/L KRISHNASAMY (TENGGAROH),YB TUAN RAVEN KUMAR A/L KRISHNASAMY,TENGGAROH,Apakah langkah-langkah kerajaan untuk menjaga pemain-pemain dalam sektor pelancongan untuk terus kekal dalam bisnes akibat pandemik Covid-19 ini?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 32,YB DATO' HAJI OSMAN BIN HAJI SAPIAN (KEMPAS),YB DATO' HAJI OSMAN BIN HAJI SAPIAN,KEMPAS,Sila nyatakan sejauh manakah kejayaan yang kerajaan capai dalam Program Tahun Melawat Johor 2020?.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 33,YB TUAN IR. DR. FAIZUL AMRI BIN ADNAN (SEROM),YB TUAN IR. DR. FAIZUL AMRI BIN ADNAN,SEROM,Apakah kaedah pemilihan yang diamalkan dan siapakah yang terlibat di dalam menentukan nama-nama penerima vaksin bagi negeri Johor amnya dan daerah Tangkak khususnya?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 34,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,Mengapakan pihak Pejabat Kesihatan Daerah Batu Pahat menolak cadangan Pejabat Adun Yong Peng bagi melaksanakan program saringan Covid-19 berkelompok untuk orang awam?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 35,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Mohon dinyatakan prestasi kilang dalam mematuhi SOP yang telah ditetapkan oleh kerajaan dan tindakan yang telah diambil kepada pihak yang ingkar.
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 36,YB TUAN YEO TUNG SIONG (PEKAN NANAS),YB TUAN YEO TUNG SIONG,PEKAN NANAS,Apakah inisiatif yang diambil pihak kerajaan untuk menyelesaikan pembelajaran pelajar autisme memandangkan kelas dalam talian kurang berkesan untuk mereka?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 37,YB PUAN GAN PECK CHENG (PENGGARAM),YB PUAN GAN PECK CHENG,PENGGARAM,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 38,YB TUAN TAN HONG PIN (SKUDAI),YB TUAN TAN HONG PIN,SKUDAI,N/A
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 39,YB CIK LIOW CAI TUNG (JOHOR JAYA),YB CIK LIOW CAI TUNG,JOHOR JAYA,"Nyatakan kos pembelian, cara pelaksanaan dan tempat pengedaran bagi 190,000 unit Kit Ujian Pantas (RTK) Antigen yang dibeli oleh Pihak Kerajaan Negeri dan MBJB, MBIP dan MBPG bagi menyokong usaha ujian saringan bersasar."
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 40,YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN (PARIT YAANI),YB TUAN HAJI AMINOLHUDA BIN HAJI HASSAN,PARIT YAANI,Berapakah jumlah peruntukan dan bilangan kerja yang telah dilaksanakan di kampung-kampung di setiap daerah bagi tahun 2021 sehingga bulan Jun?
SOALAN-DAN-JAWAPAN-LISAN-YANG-TIDAK-HABIS-DIJAWAB-23-OGOS-2021.pdf,23/08/2021,After,Lisan,SOALAN 41,YB DATO’ SHARIFAH AZIZAH BINTI DATO’ SYED ZAIN (PENAWAR),YB DATO’ SHARIFAH AZIZAH BINTI DATO’ SYED ZAIN,PENAWAR,Bagaimanakah pihak kerajaan hendak menjayakan pemberian Vaksin untuk industri. Berapa ramai yang terlibat dalam pemberian vaksin ini dan bilakah jangkaan pihak kerajaan untuk menyelesaikan pemberian vaksin kepada industri ini?
