File,Start date,Sheraton,Type,Num,Rep-name-DUN,Rep-name,DUN,Question
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B73,YB TUAN GOPALAKRISHNAN A/L SUBRAMANIAM (TIRAM),YB TUAN GOPALAKRISHNAN A/L SUBRAMANIAM,TIRAM,Adakah kaum India diberi peluang untuk mengisi jawatan kosong kerajaan negeri Johor dan pusat? Apakah data selepas bulan Mei 2018 hingga bulan Mei 2019?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B74,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,"Beberapa rumah penduduk di Kampung Petani Kecil, Batu 2 1/2 Jalan Minyak Beku, Batu Pahat terjejas retak akibat aktiviti letupan di kuari KCC, Hup Seng dan Hanson yang berdekatan. Tidakkah kerajaan sedar bahawa aktiviti-aktiviti kuari inimembahayakan penduduk dan wajar ditutup?"
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B75,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,"Bilakah kerajaan akan menaik taraf Jalan Persekutuan FT005 dari Simpang Parit Botak hingga Taman Banang, Batu Pahat yang merupakan ""hotspot"" kadar kemalangan tertinggi kedua di Malaysia?"
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B76,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,Apakah status terkini Lapangan Terbang Tanjung Laboh yang mana antara tertua di negeri Johor? Adakah kerajaan bercadang untuk mewartakan lapangan terbang ini sebagai tapak warisan sebagaimana Lapangan Terbang Tekah di Perak?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B77,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,Ramai siswazah rakyat Johor yang menganggur atau bekerja dengan pendapatan yang kurang munasabah. Apakah usaha-usaha yang telah dibuat oleh kerajaan negeri untuk meringankan masalah tersebut?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B78,YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM (SENGGARANG),YB TUAN IR. HAJI KHAIRUDDIN BIN A RAHIM,SENGGARANG,"Indonesia telah membangunkan program pertanian sehingga dapat mengurangkan masalah pengangguran dan pergantungan mengimport sumber makanan. Sekarang mereka mengeksport hasil pertanian seperti ternakan, rempah ratus dan sebagainya. Adakah kerajaan negeri mempunyai rancangan pembangunan pertanian bagi mengurangkan pengangguran dan meningkatkan sumber hasil pertanian?"
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B79,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Mohon dinyatakan langkah-langkah kerajaan menangani harga rumah?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B80,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Mohon dinyatakan langkah-langkah kerajaan bagi membantu golongan muda memiliki rumah pertama?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B81,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Mohon dinyatakan apakah langkah pihak kerajaan bagi memastikan jalan-jalan kampung mendapat perkhidmatan lampu jalan.
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B82,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,"Mohon dinyatakan secara terperinci jumlah pelancong dari China, Hong Kong, dan India yang masuk ke negeri Johor tahun 2017, 2018 dan 2019, apakah status kemasukan mereka?"
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B83,YB PUAN NOR RASHIDAH BINTI RAMLI (PARIT RAJA),YB PUAN NOR RASHIDAH BINTI RAMLI,PARIT RAJA,Mohon dinyatakan langkah-langkah pihak kerajaan memastikan Jalan Kluang selamat dari kemalangan jalan raya.
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B84,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan jumlah hasil kutipan kerajaan negeri Johor sepanjang tahun 2018 dan jumlah perbelanjaan kerajaan negeri Johor sepanjang tahun 2018?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B86,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan apakah punca Dewan Orang Ramai Rengit yang dalam proses pembinaan sekarang ini terbengkalai sejak begitu lama? Bilakah kerajaan negeri dan Majlis Perbandaran Batu Pahat (MPBP) boleh membantu menyelesaikan projek tersebut?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B87,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan apakah pelan tindakan Jabatan Pengairan dan Saliran (JPS) untuk menyelamatkan benteng yang kerap pecah dan akan pecah di kawasan pantai Sungai Rengit hingga ke Sungai Merlong?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B88,YB TUAN CHEO YEE HOW (PERLING),YB TUAN CHEO YEE HOW,PERLING,Nyatakan bilangan kebakaran liar yang berlaku di tanah lapang hasil dari musim panas untuk setiap bulan yang diterima dalam Daerah Johor Bahru untuk tahun ini?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B89,YB TUAN CHEO YEE HOW (PERLING),YB TUAN CHEO YEE HOW,PERLING,Apakah usaha yang telah dijalankan untuk memastikan kualiti air sungai yang merupakan sumber air di Johor bertambah baik?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B90,YB TUAN CHEO YEE HOW (PERLING),YB TUAN CHEO YEE HOW,PERLING,Apakah langkah-langkah yang telah diambil untuk menangani jangkaan impak pengangguran hasil dari jangkaan pertumbuhan ekonomi Singapura yang tidak memberangsangkan?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B91,YB TUAN CHEO YEE HOW (PERLING),YB TUAN CHEO YEE HOW,PERLING,Bagaimana dengan gejala gengsterisme dalam sekolah untuk daerah Johor Bahru untuk masa kini?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B92,YB TUAN CHEW CHONG SIN (MENGKIBOL),YB TUAN CHEW CHONG SIN,MENGKIBOL,ADUN yang paling mengetahui isu tempatan terutamanya keperluan pembangunan. Apakah langkah untuk memastikan rancangan dan belanjawan peringkat tempatan dan negeri perlu mendapatkan pandangan ADUN?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B93,YB TUAN CHEW CHONG SIN (MENGKIBOL),YB TUAN CHEW CHONG SIN,MENGKIBOL,"Memandangkan banyak kontraktor untuk projek kerja kerajaan yang mempunyai masalah mutu atau memulangkan kerja sebab tidak puas hati dengan keuntungan, apakah peranan Johor Centre for Contruction Development (JCCD) untuk memantau dan senarai hitamkan kontraktor?"
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B94,YB TUAN CHEW CHONG SIN (MENGKIBOL),YB TUAN CHEW CHONG SIN,MENGKIBOL,Masih ramai petani kecil dan sederhana menjalankan aktiviti pertanian dengan memajak atau menyewa tanah pertanian pada kadar yang agak tinggi dan tempoh yang pendek. Apakan usaha dan pelan kerajaan dalam membantu petani kecil dan sederhana ini untuk mendapatkan tanah?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B95,YB TUAN CHEW CHONG SIN (MENGKIBOL),YB TUAN CHEW CHONG SIN,MENGKIBOL,Tempat ibadat bukan Islam selalu menghadapi masalah tanah dan kekurangan bantuan kewangan. Apakah rancangan atau polisi kerajaan mengenai tempat ibadat bukan Islam?
20190912-SDJB.pdf,12/09/2019,Before,Bertulis,SOALAN B96,YB TUAN CHEW CHONG SIN (MENGKIBOL),YB TUAN CHEW CHONG SIN,MENGKIBOL,"Berdasarkan TITIK FOKUS #155, terdapat RM1.5 juta peruntukan untuk kebajikan Masyarakat Cina. Apakah status kegunaan peruntukan tersebut?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B1,YB DATO’ ZULKURNAIN BIN HAJI KAMISAN (SRI MEDAN),YB DATO’ ZULKURNAIN BIN HAJI KAMISAN,SRI MEDAN,Berapakah jumlah peruntukan yang disediakan oleh pihak kerajaan bagi program pembersihan sungai dan parit sepanjang tahun?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B2,YB DATO’ ZULKURNAIN BIN HAJI KAMISAN (SRI MEDAN),YB DATO’ ZULKURNAIN BIN HAJI KAMISAN,SRI MEDAN,Kebanyakan kilang-kilang haram mempunyai bekalan elektrik dan juga air. Adakah pihak kerajaan mempunyai alternatif bagi mengatasi masalah kewujudan kilang-kilang haram dengan mengadakan persefahaman dengan pihak TNB dan SAJ?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B3,YB DATO’ ZULKURNAIN BIN HAJI KAMISAN (SRI MEDAN),YB DATO’ ZULKURNAIN BIN HAJI KAMISAN,SRI MEDAN,Permainan tradisional telah disemarakkan sepanjang 5 tahun yang lalu. Adakah ianya menjadi program utama kerajaan hari ini?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B4,YB DATO’ ZULKURNAIN BIN HAJI KAMISAN (SRI MEDAN),YB DATO’ ZULKURNAIN BIN HAJI KAMISAN,SRI MEDAN,"Adakah pihak kerajaan mempunyai satu garis panduan kelayakan IPTA atau IPTS untuk kriteria pemilihan kakitangan yang ditemu duga, setelah mengambil kira kewujudan IPTS yang terlalu banyak pada hari ini?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B5,YB DATO’ ZULKURNAIN BIN HAJI KAMISAN (SRI MEDAN),YB DATO’ ZULKURNAIN BIN HAJI KAMISAN,SRI MEDAN,Penerokaan dan pencerobohan tanah. Adakah pihak kerajaan hari ini mengambil kira kekurangan kakitangan yang boleh membuat pemantauan aktiviti penerokaan dan pencerobohan haram oleh pihak yang tidak bertanggungjawab?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B6,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,"Senarai mengikut bulan, taman-taman, umur dan bilangan kes wabak denggi di kawasan Yong Peng dari Januari 2018 hingga Mei 2019 dan apa tindakan dari kerajaan negeri Johor?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B7,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,"Senarai mengikut nama projek, nama kontraktor, kos, tarikh mula dan siap masing-masing untuk setiap projek naik taraf, penyelenggaraan, pembaikan dan pembangunan yang telah atau bakal dijalankan dari Mei 2018 hingga Disember 2019 oleh Majlis Daerah Yong Peng?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B8,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,Senaraikan projek rumah mampu milik yang telah dan akan dilaksanakan di kawasan Yong Peng?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B9,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,Bagaimana kerajaan negeri Johor memastikan insiden Sungai Kim-Kim tidak berulang di negeri Johor khasnya di kawasan Yong Peng?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B10,YB PUAN CHEW PECK CHOO (YONG PENG),YB PUAN CHEW PECK CHOO,YONG PENG,"Memandangkan gaji minima sekarang adalah RM1,100.00, adakah Jabatan Kebajikan akan meningkatkan gaji kelayakan pemohon/penerima di negeri Johor?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B11,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan apakah langkah yang diambil oleh Jabatan Kerja Raya untuk menyelesaikan isu jalan rosak di sepanjang jalan persekutuan Batu Pahat ke Pontian yang amat membahayakan pengguna dari Jambatan Parit Botak hingga Jambatan Parit Betak?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B12,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan apakah langkah jangka panjang Jabatan Pengairan Saliran menyelesaikan isu paras air Sungai Tampok yang tidak surut di ketika air laut surut dan di sepanjang musim panas. Paras air sungai tidak berubah menyebabkan sungai dan parit kawasan tadahan Sungai Tampok penuh dan menjejaskan tanaman petani?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B13,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan kerajaan berapakah jumlah masjid dan surau yang telah diluluskan dan dibina setelah kerajaan Pakatan Harapan mengambil alih pentadbiran kerajaan negeri Johor?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B14,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta disenaraikan jumlah tuntutan perjalanan dan perbatuan setiap Ahli Dewan Undangan Negeri Johor bagi tahun 2017 dan 2018. Nyatakan jumlahnya mengikut tahun?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B15,YB TUAN HAJI AYUB BIN HAJI JAMIL (RENGIT),YB TUAN HAJI AYUB BIN HAJI JAMIL,RENGIT,Minta penjelasan apakah langkah yang diambil oleh kerajaan negeri dalam menyelesaikan isu bekalan benih kelapa Mataq yang terlalu terhad berbanding dengan permintaan di kalangan pekebun kelapa di Johor?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B16,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,"Terdapat banyak aset seperti kontena, dewan yang dahulunya dibina menggunakan wang kerajaan tanpa melalui JKR, PBT atau Pejabat Daerah diuruskan oleh parti politik tertentu sehingga kini. Apakah garis panduan untuk pengurusan aset-aset tersebut?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B17,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,Projek pembangunan yang dilaksanakan oleh PBT perlu mengikut keutamaan dan memenuhi kehendak rakyat. Bolehkah dikeluarkan pekeliling agar perancangan projek pembangunan PBT perlu melibatkan wakil-wakil rakyat setempat?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B18,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,Apakah status wang deposit utiliti elektrik dan air apabila berlaku kebakaran? Saya difahamkan pemilik rumah perlu membayar semula deposit sekiranya mereka ingin menyambung semula. Mohon pencerahan.
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B19,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,Akhir-akhir ini PBT aktif menyita dan mengeluarkan kompaun kepada peniaga-peniaga kecil. Mohon penjelasan dan penyelesaian untuk kaedah yang terbaik bagi melaksanakan undang-undang tanpa bersikap kejam terhadap rakyat?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B20,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Endau ingin dapatkan kepastian bilakah projek-projek yang diumumkan dalam Bajet 2019 akan dilaksanakan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B21,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Apakah perancangan kerajaan untuk menggalakkan sektor pelancongan di daerah Mersing memandangkan daerah Mersing mempunyai banyak tempat yang menarik dan cantik?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B22,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Kawasan pelancongan Air Papan sering mengalami masalah tekanan air bila pelancong ramai begitu juga dengan masalah kekurangan tenaga elektrik pada waktu kemuncak. Mohon SAJ dan TNB mengkaji dan menyelesaikan isu ini?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B23,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Endau ingin dapatkan kepastian adakah kerajaan komited untuk mengambil alih taman-taman yang terbengkalai di kawasan Endau dan mohon kerajaan dapat teruskan projek Taman Perbadanan Islam di daerah ini memandangkan sudah mempunyai cadangan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B24,YB PUAN HAJAH ALWIYAH BINTI TALIB (ENDAU),YB PUAN HAJAH ALWIYAH BINTI TALIB,ENDAU,Mohon kerajaan meneliti beberapa kawasan yang kerap berlaku kemalangan maut dan mengambil tindakan memasang lampu isyarat dan pengadang bersesuaian terutama di kawasan hadapan SMK Anjung Batu sehingga simpang Pengkalan Batu yang kerap meragut nyawa?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B25,YB PUAN ZAITON BINTI ISMAIL (SUNGAI BALANG),YB PUAN ZAITON BINTI ISMAIL,SUNGAI BALANG,Berapakah jumlah kedai-kedai yang runcit bagi daerah Muar khasnya di DUN Sungai Balang diusahakan oleh pendatang asing khasnya pengusaha Bangla yang menjalankan perniagaan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B26,YB PUAN ZAITON BINTI ISMAIL (SUNGAI BALANG),YB PUAN ZAITON BINTI ISMAIL,SUNGAI BALANG,"Bantuan fertigasi di bawah Jabatan Pertanian dikatakan telah tiada. Kalau tiada, kenapa?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B27,YB PUAN ZAITON BINTI ISMAIL (SUNGAI BALANG),YB PUAN ZAITON BINTI ISMAIL,SUNGAI BALANG,Kebersihan parit-parit di kawasan kampung tidak terurus dan menjadi rungutan orang-orang kampung. Bagaimanakah peruntukan diagihkan untuk kebersihan parit-parit di kawasan kampung dan kepada siapa peruntukan tersebut diagihkan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B28,YB TUAN MOHD. IZHAR BIN AHMAD (LARKIN),YB TUAN MOHD. IZHAR BIN AHMAD,LARKIN,Apakah langkah-langkah kerajaan dalam memastikan sistem/pangkalan data e-Kasih 'bersih' dari unsur ketirisan mahupun kronisme?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B29,YB TUAN MOHD. IZHAR BIN AHMAD (LARKIN),YB TUAN MOHD. IZHAR BIN AHMAD,LARKIN,Apakah langkah proaktif kerajaan bagi menangani permasalahan kesesakan jalan raya bagi mempertingkatkan lagi kegiatan ekonomi Johor?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B30,YB TUAN MOHD. IZHAR BIN AHMAD (LARKIN),YB TUAN MOHD. IZHAR BIN AHMAD,LARKIN,Apakah tindakan penguatkuasaan kerajaan terhadap bangunan yang dibangunkan di atas tanah milik kerajaan tanpa kebenaran?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B31,YB TUAN MOHD. IZHAR BIN AHMAD (LARKIN),YB TUAN MOHD. IZHAR BIN AHMAD,LARKIN,Apakah bentuk sekatan yang dirancang oleh kerajaan terhadap gejala-gejala media sosial anti-kerajaan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B32,YB TUAN MOHD. IZHAR BIN AHMAD (LARKIN),YB TUAN MOHD. IZHAR BIN AHMAD,LARKIN,Apakah status kemampuan kerajaan dalam menyediakan projek rumah mampu biaya agar berupaya memenuhi permintaan pemohon-pemohon setakat ini?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B33,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,Jalan Kota Tinggi - Kulai (Kota Tinggi - Orchard Golf) sering berlaku kemalangan kerana struktur jalan yang bergelombang (bumpy). Apakah tindakan kerajaan untuk mengatasi masalah tersebut?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B34,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,Kenaikan harga barang yang sangat tinggi walaupun GST telah dimansuhkan. Apakah tindakan kerajaan dalam memastikan kenaikan harga barang dapat dikawal?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B35,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,Terdapat rungutan daripada penerima bantuan Kebajikan Masyarakat dan Baitulmal yang telah diberhentikan pembayarannya. Sila nyatakan mengapakah pembayaran tersebut dihentikan sedangkan mereka layak dan tergolong dalam kategori miskin?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B36,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,Sila nyatakan jenis-jenis bantuan yang dibekalkan oleh kerajaan bagi membantu rakyat termiskin dan agensi yang mengurus bantuan tersebut?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B37,YB PUAN RASHIDAH BINTI ISMAIL (PASIR RAJA),YB PUAN RASHIDAH BINTI ISMAIL,PASIR RAJA,Sila nyatakan jumlah pelancong yang masuk dan keluar dari negeri Johor melalui Tambak Johor dalam tahun 2018?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B38,YB TUAN MUHAMAD SAID BIN JONIT (MAHKOTA),YB TUAN MUHAMAD SAID BIN JONIT,MAHKOTA,Adakah perancangan kerajaan negeri untuk mengadakan kempen pelancongan seperti Tahun Melawat Johor bagi merancakkan industri pelancongan di dalam Kluang?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B39,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,Apakah langkah kerajaan negeri bagi memastikan keperluan tenaga asing dikhususkan di tempat strategik sahaja bagi membantu pertumbuhan ekonomi negeri Johor serta mengawal warga asing dari menyalah guna visa dan terlibat dalam bidang yang bukan berkaitan seperti bidang perniagaan?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B40,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,Apakah langkah kerajaan negeri Johor bagi mengatasi masalah bekalan air yang tidak mencukupi serta perkhidmatan talian komunikasi Internet yang lemah di kawasan Pelabuhan Darat Segamat dalam usaha ke arah menarik pelabur ke kawasan tersebut?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B41,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,Apakah usaha kerajaan negeri Johor ke arah menjadikan rakyat Johor lebih bermaklumat dan berpengetahuan berkaitan dasar-dasar kerajaan sama ada melalui media sosial atau media konvensional seperti radio dan televisyen?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B42,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,"Apakah langkah yang diambil kerajaan negeri Johor bagi memastikan pengurusan pembayaran elaun imam, bilal serta kakitangan masjid lebih tersusun dan mengikut jadual?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B43,YB TUAN DR. SULAIMAN BIN MOHD NOR (KEMELAH),YB TUAN DR. SULAIMAN BIN MOHD NOR,KEMELAH,"Bagaimana kerajaan negeri Johor memastikan elaun petugas-petugas yang bertugas di Pusat Pemulihan Dalam Komuniti di bawah seliaan Jabatan Kebajikan Masyarakat, yang rata-rata kini berada bawah paras gaji minima RM1,100.00 dapat diperbaiki?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B44,YB DATUK ONN HAFIZ BIN GHAZI (LAYANG-LAYANG),YB DATUK ONN HAFIZ BIN GHAZI,LAYANG-LAYANG,Pertumbuhan ekonomi negeri bagi tahun 2019 diunjurkan pada kadar 5.0% hingga 5.5%. Apakah langkah kerajaan negeri dalam memastikan sasaran ini tercapai terutamanya dalam ketidaktentuan ekonomi global?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B45,YB DATUK ONN HAFIZ BIN GHAZI (LAYANG-LAYANG),YB DATUK ONN HAFIZ BIN GHAZI,LAYANG-LAYANG,Apakah perancangan kerajaan negeri untuk menangani dan mengurangkan beban kos sara hidup yang terpaksa dipikul rakyat?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B46,YB DATUK ONN HAFIZ BIN GHAZI (LAYANG-LAYANG),YB DATUK ONN HAFIZ BIN GHAZI,LAYANG-LAYANG,Apakah rumusan analisis manfaat kos (cost benefit analysis) bagi projek pembangunan lapangan terbang di Mersing seperti yang telah dicadangkan oleh kerajaan negeri?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B47,YB DATUK ONN HAFIZ BIN GHAZI (LAYANG-LAYANG),YB DATUK ONN HAFIZ BIN GHAZI,LAYANG-LAYANG,"Apakah perancangan kerajaan negeri untuk memperkukuhkan dan memartabatkan lagi sekolah-sekolah agama di negeri Johor dari segi kualiti silibus, kualiti guru dan infrastruktur?"
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B48,YB DATUK ONN HAFIZ BIN GHAZI (LAYANG-LAYANG),YB DATUK ONN HAFIZ BIN GHAZI,LAYANG-LAYANG,Apakah perancangan kerajaan untuk menambah doktor-doktor pakar (specialist) di hospital-hospital seluruh negeri Johor?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B49,YB DATUK IR. HAJI HASNI BIN MOHAMMAD (BENUT),YB DATUK IR. HAJI HASNI BIN MOHAMMAD,BENUT,Minta dinyatakan jumlah peruntukan pembangunan dan senarai jumlah projek yang dilaksanakan dari Jun 2018 hingga Mei 2019 oleh Pejabat Daerah di negeri Johor?
20190627-SDJB.pdf,27/06/2019,Before,Bertulis,SOALAN B50,YB DATUK IR. HAJI HASNI BIN MOHAMMAD (BENUT),YB DATUK IR. HAJI HASNI BIN MOHAMMAD,BENUT,Minta dinyatakan jumlah peruntukan pembangunan dan senarai jumlah projek yang dilaksanakan dari Jun 2018 hingga Mei 2019 oleh Pihak Berkuasa Tempatan dalam negeri Johor?
